SOLUTION
5 n120w8

ASSIGNMENTS = 381
NU_42 Thu Night Caretaker
NU_43 Mon Night Nurse
NU_43 Tue Night Caretaker
NU_43 Thu Early Caretaker
NU_43 Fri Early Nurse
NU_44 Mon Early Caretaker
NU_44 Thu Late Nurse
NU_44 Sat Day Nurse
NU_44 Sun Early Caretaker
NU_45 Mon Day Caretaker
NU_45 Tue Early Nurse
NU_45 Wed Early Caretaker
NU_45 Fri Day Nurse
NU_46 Wed Early Nurse
NU_46 Thu Early Caretaker
NU_47 Mon Night Caretaker
NU_47 Tue Night Nurse
NU_47 Thu Late Caretaker
NU_47 Fri Late Nurse
NU_47 Sun Late Caretaker
NU_48 Mon Early Nurse
NU_48 Thu Early Caretaker
NU_48 Sat Night Caretaker
NU_49 Mon Early Caretaker
NU_49 Tue Day Nurse
NU_49 Wed Early Nurse
NU_49 Thu Late Nurse
NU_49 Fri Night Caretaker
CT_50 Mon Late Caretaker
CT_50 Tue Late Caretaker
CT_50 Wed Night Caretaker
CT_50 Thu Night Caretaker
CT_52 Tue Night Caretaker
CT_52 Wed Night Caretaker
CT_52 Fri Day Caretaker
CT_53 Wed Day Caretaker
CT_53 Thu Late Caretaker
CT_53 Fri Late Caretaker
CT_54 Tue Day Caretaker
CT_55 Tue Early Caretaker
CT_55 Wed Day Caretaker
CT_55 Thu Late Caretaker
CT_55 Sat Early Caretaker
CT_56 Mon Late Caretaker
CT_56 Wed Early Caretaker
CT_56 Thu Early Caretaker
CT_56 Fri Night Caretaker
CT_56 Sat Night Caretaker
CT_57 Mon Late Caretaker
CT_57 Tue Late Caretaker
CT_57 Wed Night Caretaker
CT_57 Fri Late Caretaker
CT_58 Tue Night Caretaker
CT_59 Mon Night Caretaker
CT_59 Wed Early Caretaker
CT_59 Thu Day Caretaker
CT_59 Fri Night Caretaker
CT_59 Sun Night Caretaker
CT_60 Mon Late Caretaker
CT_60 Thu Early Caretaker
CT_61 Mon Day Caretaker
CT_61 Tue Early Caretaker
CT_61 Wed Night Caretaker
CT_61 Fri Day Caretaker
CT_62 Mon Early Caretaker
CT_62 Tue Early Caretaker
CT_62 Wed Early Caretaker
CT_63 Wed Day Caretaker
CT_64 Mon Early Caretaker
CT_64 Tue Day Caretaker
CT_64 Thu Day Caretaker
CT_64 Fri Night Caretaker
CT_65 Wed Late Caretaker
CT_66 Wed Late Caretaker
CT_66 Sat Night Caretaker
CT_67 Mon Early Caretaker
CT_67 Sun Day Caretaker
CT_68 Wed Late Caretaker
CT_68 Thu Night Caretaker
CT_68 Sun Early Caretaker
CT_69 Mon Night Caretaker
CT_69 Thu Day Caretaker
CT_69 Fri Late Caretaker
CT_69 Sun Day Caretaker
CT_71 Mon Night Caretaker
CT_71 Fri Late Caretaker
CT_72 Tue Day Caretaker
CT_72 Wed Late Caretaker
CT_73 Mon Night Caretaker
CT_73 Wed Night Caretaker
CT_73 Thu Night Caretaker
CT_74 Mon Night Caretaker
CT_74 Tue Night Caretaker
CT_74 Thu Late Caretaker
CT_74 Fri Night Caretaker
CT_75 Fri Day Caretaker
CT_76 Fri Day Caretaker
CT_78 Mon Day Caretaker
CT_78 Tue Day Caretaker
CT_78 Wed Night Caretaker
CT_79 Tue Night Caretaker
CT_79 Wed Night Caretaker
CT_79 Sun Night Caretaker
CT_80 Mon Late Caretaker
CT_80 Wed Early Caretaker
CT_80 Fri Early Caretaker
CT_80 Sat Day Caretaker
CT_80 Sun Day Caretaker
CT_81 Tue Night Caretaker
CT_82 Tue Day Caretaker
CT_82 Wed Day Caretaker
CT_83 Sat Day Caretaker
CT_84 Tue Late Caretaker
CT_84 Wed Late Caretaker
CT_84 Fri Early Caretaker
CT_84 Sat Late Caretaker
CT_85 Tue Early Caretaker
CT_85 Wed Day Caretaker
CT_86 Mon Early Caretaker
CT_86 Wed Early Caretaker
CT_86 Thu Day Caretaker
CT_86 Fri Night Caretaker
CT_87 Mon Day Caretaker
CT_87 Fri Day Caretaker
CT_88 Mon Night Caretaker
CT_88 Tue Night Caretaker
CT_88 Thu Day Caretaker
CT_88 Fri Day Caretaker
CT_89 Mon Day Caretaker
CT_89 Tue Day Caretaker
CT_89 Wed Day Caretaker
CT_89 Thu Day Caretaker
CT_89 Fri Late Caretaker
CT_89 Sun Day Caretaker
TR_90 Mon Day Trainee
TR_90 Thu Late Trainee
TR_90 Sun Night Trainee
TR_91 Tue Night Trainee
TR_91 Thu Late Trainee
TR_91 Fri Late Trainee
TR_91 Sun Day Trainee
TR_92 Tue Early Trainee
TR_92 Thu Early Trainee
TR_92 Sat Day Trainee
TR_93 Tue Early Trainee
TR_93 Thu Late Trainee
TR_93 Fri Late Trainee
TR_94 Mon Day Trainee
TR_94 Tue Night Trainee
TR_94 Wed Night Trainee
TR_94 Fri Day Trainee
TR_95 Wed Early Trainee
TR_96 Mon Day Trainee
TR_96 Thu Late Trainee
TR_96 Sun Late Trainee
TR_97 Mon Late Trainee
TR_97 Tue Late Trainee
TR_97 Fri Night Trainee
TR_98 Mon Late Trainee
TR_98 Wed Day Trainee
TR_98 Thu Day Trainee
TR_99 Tue Day Trainee
TR_99 Wed Early Trainee
TR_99 Thu Day Trainee
TR_99 Fri Early Trainee
TR_100 Tue Early Trainee
TR_100 Wed Early Trainee
TR_100 Thu Early Trainee
TR_100 Fri Late Trainee
TR_100 Sun Early Trainee
TR_101 Mon Night Trainee
TR_101 Thu Early Trainee
TR_101 Fri Early Trainee
TR_101 Sat Early Trainee
TR_102 Wed Day Trainee
TR_102 Thu Late Trainee
TR_102 Sun Night Trainee
TR_103 Mon Early Trainee
TR_103 Thu Day Trainee
TR_103 Sun Night Trainee
TR_104 Thu Early Trainee
TR_104 Fri Day Trainee
TR_104 Sat Day Trainee
TR_105 Mon Night Trainee
TR_105 Fri Day Trainee
TR_105 Sat Early Trainee
TR_105 Sun Early Trainee
TR_106 Tue Late Trainee
TR_106 Thu Early Trainee
TR_106 Sat Late Trainee
TR_107 Tue Late Trainee
TR_107 Wed Night Trainee
TR_107 Thu Night Trainee
TR_108 Tue Day Trainee
TR_108 Sat Night Trainee
TR_109 Mon Night Trainee
TR_109 Wed Late Trainee
TR_109 Fri Late Trainee
TR_110 Mon Day Trainee
TR_110 Wed Late Trainee
TR_110 Thu Night Trainee
TR_110 Fri Night Trainee
TR_110 Sat Night Trainee
TR_110 Sun Night Trainee
TR_111 Thu Night Trainee
TR_112 Tue Day Trainee
TR_112 Wed Day Trainee
TR_112 Fri Night Trainee
TR_113 Mon Early Trainee
TR_113 Wed Late Trainee
TR_113 Sat Late Trainee
TR_113 Sun Late Trainee
TR_114 Tue Day Trainee
TR_114 Sun Night Trainee
TR_115 Tue Night Trainee
TR_115 Wed Night Trainee
TR_115 Fri Early Trainee
TR_116 Mon Early Trainee
TR_116 Wed Night Trainee
TR_116 Thu Night Trainee
TR_117 Thu Day Trainee
TR_117 Fri Day Trainee
TR_117 Sun Day Trainee
TR_118 Mon Early Trainee
TR_118 Wed Early Trainee
TR_119 Mon Late Trainee
TR_119 Wed Late Trainee
TR_119 Thu Late Trainee
TR_119 Fri Night Trainee
