SOLUTION
6 n120w8

ASSIGNMENTS = 391
HN_17 Wed Late Nurse
HN_17 Thu Late HeadNurse
HN_17 Sat Early Nurse
HN_17 Sun Day HeadNurse
HN_18 Mon Early Nurse
HN_18 Tue Early Nurse
HN_18 Wed Late HeadNurse
HN_19 Mon Night Nurse
HN_19 Wed Late HeadNurse
HN_19 Fri Late Nurse
HN_19 Sun Early HeadNurse
NU_20 Mon Day Caretaker
NU_20 Tue Night Nurse
NU_20 Sun Late Nurse
NU_21 Mon Late Nurse
NU_21 Wed Early Nurse
NU_21 Thu Late Nurse
NU_21 Sat Late Caretaker
NU_21 Sun Night Nurse
NU_22 Wed Early Nurse
NU_22 Thu Day Nurse
NU_22 Fri Late Nurse
NU_22 Sun Early Nurse
NU_23 Fri Early Nurse
NU_23 Sat Late Caretaker
NU_23 Sun Night Caretaker
NU_24 Mon Day Nurse
NU_24 Tue Early Caretaker
NU_24 Wed Early Caretaker
NU_24 Thu Day Caretaker
NU_24 Sat Early Caretaker
NU_25 Mon Late Caretaker
NU_25 Wed Early Caretaker
NU_25 Thu Day Caretaker
NU_25 Fri Night Nurse
NU_25 Sun Late Nurse
NU_26 Mon Day Caretaker
NU_26 Tue Early Caretaker
NU_26 Thu Early Nurse
NU_26 Fri Day Nurse
NU_27 Fri Early Nurse
NU_27 Sun Day Caretaker
NU_28 Wed Early Caretaker
NU_28 Thu Night Nurse
NU_28 Fri Night Nurse
NU_29 Mon Night Caretaker
NU_29 Tue Night Caretaker
NU_29 Wed Night Nurse
NU_30 Tue Day Nurse
NU_30 Wed Day Caretaker
NU_30 Fri Late Caretaker
NU_30 Sat Late Nurse
NU_31 Tue Late Caretaker
NU_31 Wed Late Nurse
NU_31 Thu Night Caretaker
NU_32 Tue Late Caretaker
NU_32 Wed Late Caretaker
NU_32 Thu Late Nurse
NU_33 Tue Early Caretaker
NU_33 Thu Day Caretaker
NU_33 Fri Day Caretaker
NU_33 Sat Early Caretaker
NU_33 Sun Night Caretaker
NU_34 Mon Late Caretaker
NU_34 Tue Late Caretaker
NU_34 Wed Late Caretaker
NU_34 Fri Day Nurse
NU_35 Mon Night Nurse
NU_35 Tue Night Caretaker
NU_35 Fri Early Nurse
NU_36 Mon Night Caretaker
NU_36 Tue Night Nurse
NU_36 Sat Day Caretaker
NU_36 Sun Night Caretaker
NU_37 Wed Night Caretaker
NU_37 Thu Night Caretaker
NU_38 Mon Late Nurse
NU_38 Wed Late Nurse
NU_39 Tue Early Caretaker
NU_39 Thu Early Caretaker
NU_39 Fri Late Caretaker
NU_39 Sat Night Nurse
NU_40 Mon Late Nurse
NU_40 Tue Night Caretaker
NU_40 Sat Late Caretaker
NU_40 Sun Late Nurse
NU_41 Tue Early Caretaker
NU_41 Wed Night Nurse
NU_41 Thu Night Nurse
NU_41 Fri Night Nurse
NU_41 Sun Night Nurse
NU_42 Mon Early Nurse
NU_42 Tue Night Nurse
NU_42 Fri Night Caretaker
NU_43 Mon Early Caretaker
NU_43 Tue Early Nurse
NU_43 Wed Early Caretaker
NU_43 Sat Early Caretaker
NU_44 Mon Day Nurse
NU_44 Thu Early Nurse
NU_44 Fri Night Caretaker
NU_45 Mon Late Caretaker
NU_45 Wed Day Caretaker
NU_45 Thu Day Caretaker
NU_45 Fri Early Caretaker
NU_45 Sat Night Caretaker
NU_46 Wed Early Nurse
NU_46 Thu Early Nurse
NU_46 Fri Day Nurse
NU_46 Sat Day Nurse
NU_46 Sun Day Nurse
NU_47 Tue Late Nurse
NU_47 Fri Early Nurse
NU_47 Sun Late Caretaker
NU_48 Tue Early Caretaker
NU_48 Thu Late Nurse
NU_48 Fri Late Nurse
NU_48 Sat Late Nurse
NU_49 Tue Late Nurse
NU_49 Wed Late Caretaker
NU_49 Thu Late Caretaker
NU_49 Sat Night Nurse
CT_50 Wed Late Caretaker
CT_51 Tue Day Caretaker
CT_51 Wed Early Caretaker
CT_51 Sat Early Caretaker
CT_51 Sun Day Caretaker
CT_52 Mon Day Caretaker
CT_52 Thu Early Caretaker
CT_52 Fri Night Caretaker
CT_53 Mon Night Caretaker
CT_53 Wed Late Caretaker
CT_53 Fri Early Caretaker
CT_54 Mon Night Caretaker
CT_55 Wed Night Caretaker
CT_55 Fri Day Caretaker
CT_56 Tue Early Caretaker
CT_56 Wed Day Caretaker
CT_56 Thu Late Caretaker
CT_56 Fri Late Caretaker
CT_57 Tue Late Caretaker
CT_57 Wed Night Caretaker
CT_57 Fri Day Caretaker
CT_58 Mon Early Caretaker
CT_58 Tue Early Caretaker
CT_58 Thu Early Caretaker
CT_59 Thu Night Caretaker
CT_60 Mon Early Caretaker
CT_60 Tue Day Caretaker
CT_62 Tue Day Caretaker
CT_62 Thu Late Caretaker
CT_63 Tue Early Caretaker
CT_63 Wed Late Caretaker
CT_63 Thu Late Caretaker
CT_64 Fri Early Caretaker
CT_64 Sat Day Caretaker
CT_65 Tue Day Caretaker
CT_65 Wed Late Caretaker
CT_66 Mon Day Caretaker
CT_66 Tue Night Caretaker
CT_66 Fri Day Caretaker
CT_67 Mon Early Caretaker
CT_67 Wed Day Caretaker
CT_67 Sat Night Caretaker
CT_68 Mon Late Caretaker
CT_68 Thu Day Caretaker
CT_68 Fri Day Caretaker
CT_69 Mon Late Caretaker
CT_69 Wed Night Caretaker
CT_70 Mon Day Caretaker
CT_70 Thu Day Caretaker
CT_70 Fri Night Caretaker
CT_70 Sun Late Caretaker
CT_71 Mon Night Caretaker
CT_71 Wed Night Caretaker
CT_71 Fri Day Caretaker
CT_71 Sun Early Caretaker
CT_72 Tue Day Caretaker
CT_72 Thu Early Caretaker
CT_73 Mon Night Caretaker
CT_73 Fri Night Caretaker
CT_73 Sun Early Caretaker
CT_74 Sat Day Caretaker
CT_74 Sun Day Caretaker
CT_75 Tue Day Caretaker
CT_75 Thu Early Caretaker
CT_75 Fri Late Caretaker
CT_76 Tue Day Caretaker
CT_76 Wed Day Caretaker
CT_76 Thu Day Caretaker
CT_76 Fri Early Caretaker
CT_77 Mon Early Caretaker
CT_77 Thu Night Caretaker
CT_77 Sun Early Caretaker
CT_78 Wed Late Caretaker
CT_78 Fri Day Caretaker
CT_79 Tue Night Caretaker
CT_79 Wed Night Caretaker
CT_79 Thu Night Caretaker
CT_79 Sun Day Caretaker
CT_80 Mon Night Caretaker
CT_80 Thu Day Caretaker
CT_80 Fri Late Caretaker
CT_80 Sat Night Caretaker
CT_81 Mon Day Caretaker
CT_81 Wed Night Caretaker
CT_82 Wed Night Caretaker
CT_82 Thu Night Caretaker
CT_83 Tue Early Caretaker
CT_83 Wed Early Caretaker
CT_83 Thu Night Caretaker
CT_84 Thu Night Caretaker
CT_84 Sun Night Caretaker
CT_85 Thu Night Caretaker
CT_85 Sun Late Caretaker
CT_86 Thu Early Caretaker
CT_86 Fri Day Caretaker
CT_87 Mon Early Caretaker
CT_87 Tue Late Caretaker
CT_87 Thu Late Caretaker
CT_87 Sat Night Caretaker
CT_88 Mon Early Caretaker
CT_88 Tue Day Caretaker
CT_88 Wed Early Caretaker
CT_88 Thu Early Caretaker
CT_88 Fri Day Caretaker
CT_89 Mon Late Caretaker
CT_89 Wed Early Caretaker
CT_89 Thu Day Caretaker
CT_89 Fri Night Caretaker
TR_90 Sun Day Trainee
TR_91 Thu Late Trainee
TR_91 Fri Late Trainee
TR_92 Mon Day Trainee
TR_92 Tue Early Trainee
TR_92 Wed Day Trainee
TR_92 Thu Night Trainee
TR_93 Tue Early Trainee
TR_93 Wed Late Trainee
TR_93 Fri Late Trainee
TR_94 Mon Day Trainee
TR_94 Wed Late Trainee
TR_94 Thu Night Trainee
TR_94 Fri Night Trainee
TR_94 Sun Day Trainee
TR_95 Tue Day Trainee
TR_95 Wed Day Trainee
TR_95 Thu Early Trainee
TR_95 Fri Day Trainee
TR_95 Sat Early Trainee
TR_95 Sun Early Trainee
TR_96 Mon Late Trainee
TR_96 Tue Night Trainee
TR_96 Fri Night Trainee
TR_96 Sat Night Trainee
TR_97 Wed Day Trainee
TR_97 Thu Early Trainee
TR_98 Wed Night Trainee
TR_98 Sun Night Trainee
TR_99 Tue Late Trainee
TR_99 Wed Night Trainee
TR_99 Fri Day Trainee
TR_100 Tue Day Trainee
TR_100 Wed Early Trainee
TR_100 Thu Late Trainee
TR_100 Fri Late Trainee
TR_100 Sun Night Trainee
TR_101 Tue Early Trainee
TR_101 Wed Early Trainee
TR_101 Thu Early Trainee
TR_102 Wed Day Trainee
TR_102 Thu Late Trainee
TR_102 Fri Night Trainee
TR_102 Sun Day Trainee
TR_103 Mon Night Trainee
TR_103 Thu Day Trainee
TR_103 Sat Day Trainee
TR_103 Sun Night Trainee
TR_104 Tue Late Trainee
TR_104 Wed Night Trainee
TR_105 Wed Early Trainee
TR_105 Sat Early Trainee
TR_106 Mon Late Trainee
TR_106 Thu Night Trainee
TR_106 Sun Late Trainee
TR_107 Mon Early Trainee
TR_107 Fri Day Trainee
TR_107 Sat Night Trainee
TR_108 Mon Early Trainee
TR_108 Thu Early Trainee
TR_108 Fri Night Trainee
TR_109 Tue Night Trainee
TR_109 Wed Night Trainee
TR_109 Thu Night Trainee
TR_109 Fri Night Trainee
TR_110 Wed Late Trainee
TR_110 Fri Day Trainee
TR_110 Sat Day Trainee
TR_110 Sun Late Trainee
TR_111 Mon Early Trainee
TR_111 Wed Day Trainee
TR_111 Thu Day Trainee
TR_111 Fri Early Trainee
TR_111 Sun Day Trainee
TR_112 Mon Day Trainee
TR_112 Tue Late Trainee
TR_112 Wed Late Trainee
TR_112 Fri Late Trainee
TR_112 Sat Late Trainee
TR_113 Mon Night Trainee
TR_113 Wed Early Trainee
TR_113 Thu Early Trainee
TR_113 Fri Day Trainee
TR_114 Mon Night Trainee
TR_115 Tue Late Trainee
TR_115 Wed Late Trainee
TR_115 Sat Night Trainee
TR_116 Mon Night Trainee
TR_116 Wed Day Trainee
TR_116 Fri Early Trainee
TR_117 Mon Day Trainee
TR_117 Thu Day Trainee
TR_117 Sat Early Trainee
TR_118 Mon Night Trainee
TR_118 Tue Night Trainee
TR_119 Mon Late Trainee
TR_119 Fri Late Trainee
TR_119 Sun Night Trainee
