SOLUTION
3 n120w8

ASSIGNMENTS = 497
HN_19 Wed Late HeadNurse
HN_19 Thu Late HeadNurse
HN_19 Fri Late HeadNurse
NU_20 Mon Day Caretaker
NU_20 Tue Early Caretaker
NU_20 Wed Early Caretaker
NU_20 Thu Early Caretaker
NU_20 Fri Late Caretaker
NU_21 Mon Night Nurse
NU_21 Tue Night Caretaker
NU_21 Wed Night Nurse
NU_22 Fri Early Nurse
NU_22 Sat Early Caretaker
NU_22 Sun Early Nurse
NU_23 Mon Night Caretaker
NU_23 Tue Night Nurse
NU_23 Wed Night Caretaker
NU_23 Thu Night Nurse
NU_23 Fri Night Nurse
NU_24 Tue Early Caretaker
NU_24 Wed Early Nurse
NU_24 Thu Day Nurse
NU_24 Fri Day Nurse
NU_24 Sat Early Nurse
NU_24 Sun Early Caretaker
NU_25 Mon Day Nurse
NU_25 Tue Night Nurse
NU_25 Wed Night Nurse
NU_25 Thu Night Caretaker
NU_25 Fri Night Nurse
NU_26 Mon Early Nurse
NU_26 Tue Early Caretaker
NU_26 Sat Day Nurse
NU_26 Sun Day Nurse
NU_27 Mon Night Caretaker
NU_27 Tue Night Caretaker
NU_28 Tue Late Nurse
NU_28 Wed Late Nurse
NU_28 Thu Late Nurse
NU_28 Sat Late Caretaker
NU_28 Sun Late Nurse
NU_29 Mon Day Caretaker
NU_29 Tue Day Caretaker
NU_29 Fri Night Caretaker
NU_29 Sat Night Caretaker
NU_29 Sun Night Nurse
NU_30 Mon Late Nurse
NU_30 Tue Late Nurse
NU_30 Wed Late Nurse
NU_30 Sat Day Nurse
NU_30 Sun Day Nurse
NU_31 Mon Day Caretaker
NU_31 Tue Day Nurse
NU_31 Wed Day Nurse
NU_31 Thu Day Caretaker
NU_31 Fri Day Nurse
NU_32 Mon Early Nurse
NU_32 Tue Day Nurse
NU_32 Wed Day Caretaker
NU_32 Thu Late Caretaker
NU_32 Fri Late Nurse
NU_33 Mon Early Caretaker
NU_33 Tue Early Nurse
NU_33 Wed Early Nurse
NU_33 Thu Late Nurse
NU_33 Fri Late Nurse
NU_34 Mon Night Caretaker
NU_34 Tue Night Nurse
NU_34 Wed Night Nurse
NU_34 Thu Night Nurse
NU_35 Mon Day Nurse
NU_35 Tue Day Caretaker
NU_35 Wed Early Caretaker
NU_35 Thu Early Nurse
NU_35 Fri Early Nurse
NU_36 Mon Day Nurse
NU_36 Tue Day Nurse
NU_36 Wed Day Nurse
NU_36 Thu Night Nurse
NU_36 Fri Night Caretaker
NU_37 Wed Night Nurse
NU_37 Thu Night Caretaker
NU_37 Fri Night Caretaker
NU_38 Mon Late Caretaker
NU_38 Tue Late Nurse
NU_38 Wed Late Caretaker
NU_38 Sat Day Nurse
NU_38 Sun Day Caretaker
NU_39 Tue Late Caretaker
NU_39 Wed Late Caretaker
NU_39 Thu Late Nurse
NU_39 Fri Late Caretaker
NU_40 Mon Night Caretaker
NU_40 Thu Night Nurse
NU_40 Fri Night Nurse
NU_40 Sat Night Nurse
NU_40 Sun Night Caretaker
NU_41 Tue Early Nurse
NU_41 Wed Early Caretaker
NU_41 Thu Late Nurse
NU_41 Fri Late Nurse
NU_42 Mon Day Nurse
NU_42 Tue Day Caretaker
NU_42 Wed Day Caretaker
NU_42 Sat Early Nurse
NU_42 Sun Early Nurse
NU_43 Fri Night Nurse
NU_44 Mon Late Caretaker
NU_44 Tue Late Caretaker
NU_44 Wed Late Caretaker
NU_44 Thu Late Nurse
NU_45 Mon Night Nurse
NU_45 Tue Night Caretaker
NU_45 Wed Night Caretaker
NU_45 Thu Night Caretaker
NU_45 Fri Night Caretaker
NU_46 Mon Day Caretaker
NU_46 Tue Day Nurse
NU_47 Mon Late Nurse
NU_47 Tue Late Nurse
NU_47 Wed Late Nurse
NU_47 Sat Late Nurse
NU_47 Sun Late Nurse
NU_48 Mon Day Caretaker
NU_48 Tue Day Caretaker
NU_48 Wed Day Caretaker
NU_48 Thu Day Caretaker
NU_48 Fri Day Nurse
NU_49 Mon Early Caretaker
NU_49 Tue Early Nurse
NU_49 Wed Early Nurse
NU_49 Thu Early Caretaker
CT_50 Mon Night Caretaker
CT_50 Tue Night Caretaker
CT_50 Wed Night Caretaker
CT_50 Fri Late Caretaker
CT_50 Sat Late Caretaker
CT_50 Sun Night Caretaker
CT_51 Mon Night Caretaker
CT_51 Tue Night Caretaker
CT_51 Wed Night Caretaker
CT_52 Tue Late Caretaker
CT_52 Wed Late Caretaker
CT_52 Thu Late Caretaker
CT_52 Sat Day Caretaker
CT_52 Sun Day Caretaker
CT_53 Mon Day Caretaker
CT_53 Tue Early Caretaker
CT_53 Wed Early Caretaker
CT_53 Thu Day Caretaker
CT_53 Fri Day Caretaker
CT_54 Tue Late Caretaker
CT_54 Wed Late Caretaker
CT_54 Thu Late Caretaker
CT_54 Fri Late Caretaker
CT_55 Mon Day Caretaker
CT_55 Tue Day Caretaker
CT_55 Wed Night Caretaker
CT_55 Thu Night Caretaker
CT_55 Fri Night Caretaker
CT_56 Tue Late Caretaker
CT_56 Wed Late Caretaker
CT_56 Sat Late Caretaker
CT_56 Sun Late Caretaker
CT_57 Tue Night Caretaker
CT_57 Wed Night Caretaker
CT_57 Thu Night Caretaker
CT_57 Fri Night Caretaker
CT_58 Sat Night Caretaker
CT_58 Sun Night Caretaker
CT_59 Wed Day Caretaker
CT_59 Thu Day Caretaker
CT_59 Fri Day Caretaker
CT_59 Sat Day Caretaker
CT_59 Sun Day Caretaker
CT_60 Mon Early Caretaker
CT_60 Tue Early Caretaker
CT_60 Thu Day Caretaker
CT_60 Fri Day Caretaker
CT_60 Sat Day Caretaker
CT_60 Sun Night Caretaker
CT_61 Tue Day Caretaker
CT_61 Wed Day Caretaker
CT_61 Thu Night Caretaker
CT_61 Fri Night Caretaker
CT_62 Mon Early Caretaker
CT_62 Tue Early Caretaker
CT_62 Wed Early Caretaker
CT_62 Thu Day Caretaker
CT_63 Wed Early Caretaker
CT_63 Thu Early Caretaker
CT_63 Fri Early Caretaker
CT_64 Wed Early Caretaker
CT_64 Thu Early Caretaker
CT_64 Fri Early Caretaker
CT_65 Mon Early Caretaker
CT_66 Fri Day Caretaker
CT_66 Sat Day Caretaker
CT_66 Sun Late Caretaker
CT_67 Tue Day Caretaker
CT_67 Wed Day Caretaker
CT_67 Thu Night Caretaker
CT_67 Fri Night Caretaker
CT_68 Wed Late Caretaker
CT_68 Thu Late Caretaker
CT_68 Fri Night Caretaker
CT_68 Sat Night Caretaker
CT_68 Sun Night Caretaker
CT_69 Mon Night Caretaker
CT_69 Tue Night Caretaker
CT_69 Wed Night Caretaker
CT_69 Fri Early Caretaker
CT_69 Sat Early Caretaker
CT_69 Sun Day Caretaker
CT_70 Mon Late Caretaker
CT_70 Tue Late Caretaker
CT_71 Wed Early Caretaker
CT_71 Thu Early Caretaker
CT_71 Fri Early Caretaker
CT_72 Thu Early Caretaker
CT_72 Fri Early Caretaker
CT_72 Sat Early Caretaker
CT_72 Sun Night Caretaker
CT_73 Mon Early Caretaker
CT_73 Tue Early Caretaker
CT_73 Fri Late Caretaker
CT_73 Sat Late Caretaker
CT_73 Sun Late Caretaker
CT_74 Mon Night Caretaker
CT_74 Tue Night Caretaker
CT_74 Fri Early Caretaker
CT_74 Sat Early Caretaker
CT_74 Sun Early Caretaker
CT_75 Wed Day Caretaker
CT_75 Thu Day Caretaker
CT_75 Fri Early Caretaker
CT_76 Tue Day Caretaker
CT_76 Wed Day Caretaker
CT_76 Thu Day Caretaker
CT_76 Fri Day Caretaker
CT_77 Thu Early Caretaker
CT_77 Fri Early Caretaker
CT_77 Sat Early Caretaker
CT_77 Sun Early Caretaker
CT_78 Mon Night Caretaker
CT_78 Tue Night Caretaker
CT_78 Wed Night Caretaker
CT_78 Thu Night Caretaker
CT_79 Mon Late Caretaker
CT_79 Tue Late Caretaker
CT_79 Fri Day Caretaker
CT_79 Sat Day Caretaker
CT_79 Sun Early Caretaker
CT_80 Mon Early Caretaker
CT_80 Wed Late Caretaker
CT_80 Thu Late Caretaker
CT_80 Fri Late Caretaker
CT_81 Mon Early Caretaker
CT_81 Tue Early Caretaker
CT_81 Wed Early Caretaker
CT_81 Thu Early Caretaker
CT_82 Mon Late Caretaker
CT_82 Tue Late Caretaker
CT_82 Thu Day Caretaker
CT_82 Fri Day Caretaker
CT_83 Wed Day Caretaker
CT_83 Thu Day Caretaker
CT_83 Fri Day Caretaker
CT_84 Mon Late Caretaker
CT_84 Thu Day Caretaker
CT_84 Fri Day Caretaker
CT_84 Sat Day Caretaker
CT_84 Sun Early Caretaker
CT_85 Mon Night Caretaker
CT_85 Wed Early Caretaker
CT_85 Thu Early Caretaker
CT_85 Fri Early Caretaker
CT_86 Mon Late Caretaker
CT_86 Wed Late Caretaker
CT_86 Thu Late Caretaker
CT_86 Fri Late Caretaker
CT_87 Mon Day Caretaker
CT_87 Tue Day Caretaker
CT_87 Sat Day Caretaker
CT_87 Sun Day Caretaker
CT_88 Tue Late Caretaker
CT_88 Wed Late Caretaker
CT_88 Thu Late Caretaker
CT_88 Fri Late Caretaker
CT_89 Thu Night Caretaker
CT_89 Fri Night Caretaker
CT_89 Sat Night Caretaker
CT_89 Sun Night Caretaker
TR_90 Sat Late Trainee
TR_90 Sun Late Trainee
TR_91 Mon Day Trainee
TR_91 Thu Late Trainee
TR_91 Fri Night Trainee
TR_91 Sat Night Trainee
TR_91 Sun Night Trainee
TR_92 Wed Early Trainee
TR_92 Thu Early Trainee
TR_92 Fri Early Trainee
TR_93 Wed Early Trainee
TR_93 Thu Early Trainee
TR_93 Fri Early Trainee
TR_94 Mon Night Trainee
TR_94 Tue Night Trainee
TR_94 Wed Night Trainee
TR_94 Sat Late Trainee
TR_94 Sun Late Trainee
TR_95 Wed Day Trainee
TR_95 Thu Day Trainee
TR_95 Fri Night Trainee
TR_95 Sat Night Trainee
TR_95 Sun Night Trainee
TR_96 Wed Early Trainee
TR_96 Thu Early Trainee
TR_96 Fri Early Trainee
TR_96 Sat Early Trainee
TR_96 Sun Early Trainee
TR_97 Mon Late Trainee
TR_97 Tue Late Trainee
TR_97 Thu Day Trainee
TR_97 Fri Day Trainee
TR_98 Mon Early Trainee
TR_98 Tue Early Trainee
TR_99 Mon Late Trainee
TR_99 Thu Day Trainee
TR_99 Fri Day Trainee
TR_99 Sat Day Trainee
TR_99 Sun Early Trainee
TR_100 Mon Night Trainee
TR_100 Tue Night Trainee
TR_100 Sat Early Trainee
TR_100 Sun Early Trainee
TR_101 Wed Late Trainee
TR_101 Thu Late Trainee
TR_101 Fri Late Trainee
TR_102 Mon Day Trainee
TR_102 Tue Day Trainee
TR_102 Wed Late Trainee
TR_102 Thu Late Trainee
TR_102 Fri Late Trainee
TR_103 Mon Late Trainee
TR_103 Tue Late Trainee
TR_103 Thu Day Trainee
TR_103 Fri Day Trainee
TR_104 Mon Night Trainee
TR_104 Tue Night Trainee
TR_104 Wed Night Trainee
TR_104 Thu Night Trainee
TR_105 Mon Early Trainee
TR_105 Tue Early Trainee
TR_105 Wed Night Trainee
TR_105 Thu Night Trainee
TR_105 Fri Night Trainee
TR_106 Mon Night Trainee
TR_106 Tue Night Trainee
TR_106 Wed Night Trainee
TR_106 Fri Late Trainee
TR_106 Sat Late Trainee
TR_106 Sun Night Trainee
TR_107 Mon Day Trainee
TR_107 Tue Day Trainee
TR_107 Wed Day Trainee
TR_107 Thu Day Trainee
TR_108 Mon Early Trainee
TR_108 Tue Late Trainee
TR_108 Wed Late Trainee
TR_108 Sat Early Trainee
TR_108 Sun Early Trainee
TR_109 Mon Late Trainee
TR_109 Tue Late Trainee
TR_109 Fri Early Trainee
TR_109 Sat Early Trainee
TR_109 Sun Night Trainee
TR_110 Tue Day Trainee
TR_110 Wed Day Trainee
TR_110 Thu Night Trainee
TR_110 Fri Night Trainee
TR_111 Mon Early Trainee
TR_111 Tue Early Trainee
TR_111 Wed Early Trainee
TR_111 Sat Day Trainee
TR_111 Sun Day Trainee
TR_112 Mon Day Trainee
TR_112 Tue Day Trainee
TR_112 Wed Late Trainee
TR_112 Thu Late Trainee
TR_112 Fri Late Trainee
TR_113 Mon Early Trainee
TR_113 Tue Early Trainee
TR_113 Wed Early Trainee
TR_113 Sat Early Trainee
TR_113 Sun Early Trainee
TR_114 Tue Early Trainee
TR_114 Wed Early Trainee
TR_114 Thu Early Trainee
TR_114 Sat Day Trainee
TR_114 Sun Day Trainee
TR_115 Mon Late Trainee
TR_115 Thu Night Trainee
TR_115 Fri Night Trainee
TR_116 Tue Day Trainee
TR_116 Wed Day Trainee
TR_116 Thu Day Trainee
TR_116 Fri Day Trainee
TR_117 Mon Night Trainee
TR_117 Tue Night Trainee
TR_118 Mon Late Trainee
TR_118 Tue Late Trainee
TR_118 Wed Late Trainee
TR_118 Thu Late Trainee
TR_118 Fri Late Trainee
TR_119 Mon Night Trainee
TR_119 Fri Late Trainee
TR_119 Sat Late Trainee
TR_119 Sun Late Trainee
